building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area
第３工新ビル,マンション,東京都新宿区西新宿７丁目,10階建て, ＪＲ総武線 大久保駅/徒歩4分都営大江戸線 新宿西口駅/徒歩5分西武鉄道新宿線 西武新宿駅/徒歩7分,築41年,鉄骨鉄筋コンクリート,10階,14.4万円,"9,000円",1ヶ月,－,2K,40m²
ファインズコート北新宿,マンション,東京都新宿区北新宿４丁目,4階建て, 都営大江戸線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩9分ＪＲ総武線 大久保駅/徒歩12分,築42年,鉄筋コンクリート,3階,8万円,"2,000円",1ヶ月,1ヶ月,1R,20m²
第１マンション四谷,マンション,東京都新宿区須賀町,5階建て, ＪＲ総武線 信濃町駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分ＪＲ総武線 四ツ谷駅/徒歩8分,築42年,鉄筋コンクリート,3階,13.2万円,"3,000円",1ヶ月,1ヶ月,2K,46.6m²
トーカン新宿第２キャステール,マンション,東京都新宿区西新宿３丁目,11階建て, 京王電鉄京王線 初台駅/徒歩9分ＪＲ山手線 新宿駅/徒歩12分都営大江戸線 都庁前駅/徒歩6分,築43年,鉄筋コンクリート,7階,8.3万円,"5,000円","83,000円",－,1R,35.21m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,2階,13.1万円,"5,000円",－,1ヶ月,1LDK,27.31m²
東京都新宿区新宿２丁目,マンション,東京都新宿区新宿２丁目,11階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分都営新宿線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩10分,築43年,鉄筋コンクリート,1階,41万円,－,1ヶ月,1ヶ月,1LDK,70.49m²
西新宿カーネル,マンション,東京都新宿区西新宿４丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩9分,築46年,鉄筋コンクリート,2階,6.8万円,－,1ヶ月,1ヶ月,1K,18.89m²
アパルトマン四谷,マンション,東京都新宿区左門町,7階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分都営新宿線 曙橋駅/徒歩10分ＪＲ総武線 信濃町駅/徒歩12分,築47年,鉄筋コンクリート,3階,7.9万円,"5,000円",1ヶ月,－,1K,21m²
新宿ローヤルコーポ,マンション,東京都新宿区西新宿８丁目,6階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩4分都営大江戸線 都庁前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩14分,築50年,鉄筋コンクリート,6階,8.8万円,"7,000円",1ヶ月,－,2K,32.31m²
神崎荘,アパート,東京都新宿区西新宿８丁目,2階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新宿駅/徒歩12分,築53年,木造,1階,3.9万円,－,1ヶ月,1ヶ月,1R,9.6m²
メゾンドール新宿,マンション,東京都新宿区西新宿５丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩3分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩10分,築54年,鉄筋コンクリート,4階,6.2万円,"3,000円",1ヶ月,－,1R,25m²
シーズンフラッツ高田馬場リバーサイドサウス,マンション,東京都新宿区高田馬場３丁目,6階建て, 西武鉄道新宿線 下落合駅/徒歩7分ＪＲ山手線 高田馬場駅/徒歩13分西武鉄道新宿線 中井駅/徒歩14分,築0年,鉄筋コンクリート,1階,11.1万円,"10,000円","111,000円",－,1K,25.48m²
パークスフィア牛込神楽坂,マンション,東京都新宿区南山伏町,13階建て, 都営大江戸線 牛込柳町駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩7分,築1年,鉄筋コンクリート,4階,19.3万円,"15,000円",1ヶ月,－,1LDK,40.01m²
東京都新宿区荒木町,マンション,東京都新宿区荒木町,4階建て, 都営新宿線 曙橋駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分東京メトロ南北線 四ツ谷駅/徒歩10分,築2年,鉄筋コンクリート,1階,18.9万円,"10,000円",－,－,1R,39.77m²
ＰＡＳＥＯ新宿,マンション,東京都新宿区新宿６丁目,5階建て, 東京メトロ副都心線 東新宿駅/徒歩5分都営大江戸線 若松河田駅/徒歩5分東京メトロ副都心線 新宿三丁目駅/徒歩8分,築3年,鉄筋コンクリート,1階,14.4万円,"10,000円",－,－,1R,30.32m²
アルテシモ　サグラ,マンション,東京都新宿区早稲田鶴巻町,10階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩7分東京メトロ東西線 早稲田駅/徒歩9分都電荒川線 早稲田駅/徒歩11分,築5年,鉄筋コンクリート,7階,11万円,"5,500円",－,1ヶ月,1K,25.47m²
フロンティア新宿タワー,マンション,東京都新宿区西新宿３丁目,24階建て, 京王電鉄京王線 初台駅/徒歩5分ＪＲ湘南新宿ライン 新宿駅/徒歩14分都営大江戸線 都庁前駅/徒歩11分,築5年,鉄筋コンクリート,6階,27.5万円,"20,000円",－,－,1LDK,49.95m²
ガーラ・プレシャス神宮外苑,マンション,東京都新宿区大京町,10階建て, ＪＲ総武線 千駄ケ谷駅/徒歩5分都営大江戸線 国立競技場駅/徒歩3分ＪＲ総武線 信濃町駅/徒歩8分,築6年,鉄筋コンクリート,2階,11.75万円,"12,000円",1ヶ月,2ヶ月,2K,27.6m²
クレイシア新宿,マンション,東京都新宿区新宿５丁目,16階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩10分,築7年,鉄筋コンクリート,8階,13.4万円,"10,500円",－,1ヶ月,1K,25.44m²
東京都新宿区河田町,アパート,東京都新宿区河田町,2階建て, 都営大江戸線 若松河田駅/徒歩6分都営新宿線 曙橋駅/徒歩10分都営大江戸線 牛込柳町駅/徒歩12分,築10年,木造,2階,7万円,"2,000円",1ヶ月,－,1R,13.02m²
グリーニエ西新宿,マンション,東京都新宿区西新宿８丁目,5階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩2分都営大江戸線 都庁前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩13分,築12年,鉄筋コンクリート,2階,14.6万円,"5,000円",1ヶ月,1ヶ月,1DK,37.71m²
トーシンフェニックス新宿余丁町,マンション,東京都新宿区余丁町,8階建て, 都営大江戸線 若松河田駅/徒歩6分都営大江戸線 東新宿駅/徒歩8分都営新宿線 曙橋駅/徒歩11分,築16年,鉄筋コンクリート,5階,8.1万円,"9,000円",1ヶ月,1ヶ月,1K,21.9m²
プライマル新宿若松町（旧イプセ新宿若松町）,マンション,東京都新宿区若松町,14階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営大江戸線 若松河田駅/徒歩5分東京メトロ東西線 早稲田駅/徒歩12分,築16年,鉄筋コンクリート,5階,9.5万円,"12,000円",1ヶ月,－,1K,28.34m²
花園パークマンション,マンション,東京都新宿区新宿１丁目,8階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分東京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,築17年,鉄筋コンクリート,3階,8.5万円,－,1ヶ月,1ヶ月,1R,22.54m²
ＺＥＳＴＹ西新宿Ⅲ,マンション,東京都新宿区西新宿３丁目,4階建て, 京王電鉄京王線 初台駅/徒歩4分ＪＲ山手線 新宿駅/徒歩19分都営大江戸線 都庁前駅/徒歩13分,築17年,鉄筋コンクリート,3階,10.2万円,"10,000円",－,－,1K,25.89m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,1階,11万円,"5,000円",－,1ヶ月,1K,25.08m²
アーバイル西新宿,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分都営大江戸線 都庁前駅/徒歩11分東京メトロ丸ノ内線 西新宿駅/徒歩13分,築17年,鉄筋コンクリート,2階,11.5万円,"10,000円",－,1ヶ月,1R,30.7m²
東京都新宿区若松町,マンション,東京都新宿区若松町,9階建て, 都営大江戸線 若松河田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩9分東京メトロ東西線 早稲田駅/徒歩10分,築18年,鉄骨造,6階,8.8万円,－,1ヶ月,1ヶ月,1R,25.42m²
パークウェル曙橋駅前,マンション,東京都新宿区住吉町,13階建て, 都営新宿線 曙橋駅/徒歩1分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩13分,築18年,鉄骨鉄筋コンクリート,5階,7.9万円,"9,000円",1ヶ月,1ヶ月,1K,19.99m²
ステージファースト神楽坂Ⅱ,マンション,東京都新宿区天神町,11階建て, 東京メトロ東西線 神楽坂駅/徒歩6分東京メトロ有楽町線 江戸川橋駅/徒歩6分東京メトロ東西線 早稲田駅/徒歩11分,築18年,鉄筋コンクリート,10階,8.5万円,"7,000円",－,1ヶ月,1K,20.86m²
アミカル・エフ,マンション,東京都新宿区上落合２丁目,8階建て, 都営大江戸線 中井駅/徒歩5分西武鉄道新宿線 下落合駅/徒歩7分東京メトロ東西線 落合駅/徒歩7分,築18年,鉄筋コンクリート,3階,11.3万円,"7,000円",1ヶ月,1ヶ月,1DK,32.74m²
メインステージ市ヶ谷曙橋,マンション,東京都新宿区市谷仲之町,12階建て, 都営新宿線 曙橋駅/徒歩4分都営大江戸線 牛込柳町駅/徒歩8分都営大江戸線 若松河田駅/徒歩9分,築19年,鉄骨鉄筋コンクリート,3階,8.2万円,"15,000円",－,1ヶ月,1K,18.65m²
プレールドゥーク新宿御苑,マンション,東京都新宿区大京町,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩7分都営大江戸線 国立競技場駅/徒歩12分,築20年,鉄骨鉄筋コンクリート,2階,12.5万円,"10,000円",－,－,1R,33.73m²
東京都新宿区東五軒町,マンション,東京都新宿区東五軒町,8階建て, 東京メトロ東西線 神楽坂駅/徒歩8分東京メトロ有楽町線 江戸川橋駅/徒歩8分都営大江戸線 飯田橋駅/徒歩11分,築22年,鉄筋コンクリート,2階,7.5万円,"7,000円",－,1ヶ月,1K,20.06m²
アメニティハウス,マンション,東京都新宿区荒木町,6階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩4分ＪＲ総武線 四ツ谷駅/徒歩12分,築35年,鉄筋コンクリート,1階,12.5万円,"5,000円",2ヶ月,1ヶ月,1LDK,40.02m²
ライオンズマンション西新宿第８,マンション,東京都新宿区西新宿４丁目,7階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩11分,築37年,鉄骨鉄筋コンクリート,3階,6.3万円,"5,000円",－,－,1R,15.25m²
森永ハイツ,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩5分京王電鉄京王線 初台駅/徒歩10分ＪＲ山手線 新宿駅/徒歩17分,築48年,鉄筋コンクリート,4階,7.5万円,－,1ヶ月,1ヶ月,1K,23.2m²
安濃ビル,マンション,東京都新宿区西新宿４丁目,6階建て, 都営大江戸線 西新宿五丁目駅/徒歩6分都営大江戸線 都庁前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩16分,築49年,鉄筋コンクリート,5階,8.1万円,"4,000円",1ヶ月,1ヶ月,1DK,26.28m²
リッツプライム,マンション,東京都新宿区左門町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩9分ＪＲ総武線 信濃町駅/徒歩11分,築56年,鉄筋コンクリート,3階,11.9万円,"5,000円",1ヶ月,－,1LDK,30m²
ミリアレジデンス新宿御苑,マンション,東京都新宿区新宿５丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分都営新宿線 新宿三丁目駅/徒歩8分東京メトロ副都心線 東新宿駅/徒歩19分,築1年,鉄筋コンクリート,9階,13.8万円,"12,000円",1ヶ月,－,1K,25.01m²
ルフォンプログレ四谷,マンション,東京都新宿区四谷坂町,13階建て, 都営新宿線 曙橋駅/徒歩4分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩11分東京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,築1年,鉄筋コンクリート,7階,19.8万円,"15,000円","198,000円",－,1LDK,40.23m²
四谷坂町レジデンス,マンション,東京都新宿区四谷坂町,7階建て, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分都営新宿線 曙橋駅/徒歩9分東京メトロ南北線 市ケ谷駅/徒歩10分,築2年,鉄筋コンクリート,1階,12.3万円,"15,000円",－,－,1K,25.48m²
プライムメゾン早稲田通り,マンション,東京都新宿区早稲田町,11階建て, 東京メトロ東西線 早稲田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩11分東京メトロ東西線 神楽坂駅/徒歩11分,築2年,鉄筋コンクリート,3階,12.2万円,"10,000円",1ヶ月,－,1K,25m²
ラクラス四谷,マンション,東京都新宿区四谷三栄町,5階建て, ＪＲ総武線 四ツ谷駅/徒歩4分都営新宿線 曙橋駅/徒歩11分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,築2年,鉄筋コンクリート,1階,16.5万円,"14,000円",1ヶ月,1ヶ月,1DK,32.37m²
東京都新宿区市谷甲良町,マンション,東京都新宿区市谷甲良町,14階建て, 都営大江戸線 牛込柳町駅/徒歩5分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩12分,築4年,鉄筋コンクリート,5階,12.2万円,"15,000円",－,"122,000円",1K,25.2m²
東京都新宿区上落合３丁目,アパート,東京都新宿区上落合３丁目,2階建て, 東京メトロ東西線 落合駅/徒歩1分都営大江戸線 東中野駅/徒歩6分西武鉄道新宿線 中井駅/徒歩10分,築5年,木造,1階,6.4万円,"3,500円",－,1ヶ月,1R,10.03m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,3階,13.2万円,"5,000円",－,1ヶ月,1LDK,27.31m²
ザ・パークハビオ新宿,マンション,東京都新宿区新宿６丁目,7階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩13分,築5年,鉄筋コンクリート,1階,12.8万円,"10,000円",1ヶ月,1ヶ月,1R,25.01m²
フロンティア新宿タワー　（ＴＳＩ新宿タワー,マンション,東京都新宿区西新宿３丁目,24階建て, 京王電鉄京王線 初台駅/徒歩5分都営大江戸線 都庁前駅/徒歩11分ＪＲ山手線 新宿駅/徒歩13分,築5年,鉄筋コンクリート,11階,26.9万円,"20,000円",－,－,1LDK,47.67m²
ザ・パークハウス西新宿タワー６０,マンション,東京都新宿区西新宿５丁目,60階建て, 都営大江戸線 西新宿五丁目駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩9分都営大江戸線 都庁前駅/徒歩8分,築5年,鉄筋コンクリート,6階,16.4万円,－,"164,000円","328,000円",1R,33.9m²
メゾンカルム市谷仲之町,マンション,東京都新宿区市谷仲之町,6階建て, 都営新宿線 曙橋駅/徒歩6分都営大江戸線 牛込柳町駅/徒歩10分都営大江戸線 若松河田駅/徒歩9分,築6年,鉄筋コンクリート,1階,14.9万円,"7,000円",1ヶ月,1ヶ月,1LDK,35.42m²
Ｈａｒｍｏｎｙ　Ｒｅｓｉｄｅｎｃｅ　ＷＡＳＥＤＡ,マンション,東京都新宿区原町１丁目,10階建て, 都営大江戸線 牛込柳町駅/徒歩2分都営大江戸線 若松河田駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩11分,築7年,鉄筋コンクリート,7階,10.3万円,"15,000円",－,1ヶ月,1K,25.81m²
パークリュクス新宿御苑前ｍｏｎｏ,マンション,東京都新宿区富久町,15階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分東京メトロ丸ノ内線 新宿三丁目駅/徒歩8分都営新宿線 曙橋駅/徒歩10分,築8年,鉄筋コンクリート,3階,13.5万円,"8,000円",1ヶ月,1ヶ月,1DK,31.58m²
グランドセダー大久保,アパート,東京都新宿区大久保２丁目,2階建て, ＪＲ山手線 新大久保駅/徒歩6分東京メトロ副都心線 東新宿駅/徒歩7分ＪＲ総武線 大久保駅/徒歩10分,築9年,木造,2階,6.8万円,"3,500円",－,1ヶ月,1R,11.46m²
東京都新宿区西新宿４丁目,マンション,東京都新宿区西新宿４丁目,12階建て, 京王電鉄京王線 初台駅/徒歩5分都営大江戸線 西新宿五丁目駅/徒歩9分都営大江戸線 都庁前駅/徒歩13分,築10年,鉄筋コンクリート,6階,11.5万円,"15,000円",－,1ヶ月,1K,27m²
サエラⅢロイヤル,アパート,東京都新宿区南元町,3階建て, ＪＲ総武線 信濃町駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩16分都営大江戸線 国立競技場駅/徒歩13分,築12年,木造,1階,7.9万円,"3,000円",1ヶ月,－,1R,18.82m²
エスティメゾン東新宿,マンション,東京都新宿区新宿６丁目,6階建て, 都営大江戸線 東新宿駅/徒歩5分東京メトロ丸ノ内線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩18分,築13年,鉄筋コンクリート,1階,15.5万円,"15,000円",1ヶ月,1ヶ月,2K,40.03m²
フォルム内藤町,マンション,東京都新宿区内藤町,16階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ総武線 千駄ケ谷駅/徒歩13分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,築13年,鉄筋コンクリート,11階,39.5万円,"15,000円",1ヶ月,1ヶ月,2LDK,85.75m²
エスティメゾン四谷坂町（旧ジェイフラッツ）,マンション,東京都新宿区四谷坂町,7階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩12分,築14年,鉄筋コンクリート,5階,12.7万円,"12,000円",1ヶ月,－,1K,30.79m²
パークホームズ四谷三丁目アーバンレジデンス,マンション,東京都新宿区舟町,10階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分都営新宿線 曙橋駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩13分,築15年,鉄筋コンクリート,3階,18.5万円,"10,000円",1ヶ月,1ヶ月,2LDK,42.22m²
ガーデンクレスト,マンション,東京都新宿区大京町,10階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分ＪＲ総武線 千駄ケ谷駅/徒歩9分,築15年,鉄筋コンクリート,1階,18.1万円,"10,000円",1ヶ月,1ヶ月,1LDK,49.23m²
東京都新宿区西新宿４丁目,マンション,東京都新宿区西新宿４丁目,3階建て, 都営大江戸線 西新宿五丁目駅/徒歩3分都営大江戸線 都庁前駅/徒歩14分東京メトロ丸ノ内線 西新宿駅/徒歩14分,築16年,鉄筋コンクリート,2階,8.4万円,"6,000円",1ヶ月,－,1K,22.7m²
ダイナシティ　新宿若松町,マンション,東京都新宿区若松町,14階建て, 都営大江戸線 若松河田駅/徒歩4分都営大江戸線 牛込柳町駅/徒歩4分東京メトロ東西線 早稲田駅/徒歩10分,築16年,鉄筋コンクリート,11階,10.9万円,"11,000円",1ヶ月,1ヶ月,1R,32.52m²
スカイコート初台,マンション,東京都新宿区西新宿４丁目,12階建て, 都営大江戸線 西新宿五丁目駅/徒歩9分京王電鉄京王線 初台駅/徒歩8分都営大江戸線 都庁前駅/徒歩16分,築17年,鉄筋コンクリート,2階,9.6万円,"10,500円",－,1ヶ月,1K,21.4m²
パレステュディオ新宿パークサイド,マンション,東京都新宿区西新宿４丁目,14階建て, 都営大江戸線 西新宿五丁目駅/徒歩1分東京メトロ丸ノ内線 西新宿駅/徒歩13分ＪＲ山手線 新宿駅/徒歩15分,築19年,鉄骨鉄筋コンクリート,2階,12.5万円,"10,500円",－,1ヶ月,1K,22.68m²
オーキッドレジデンス神楽坂,マンション,東京都新宿区新小川町,6階建て, 都営大江戸線 飯田橋駅/徒歩9分東京メトロ東西線 神楽坂駅/徒歩11分都営大江戸線 牛込神楽坂駅/徒歩11分,築19年,鉄筋コンクリート,1階,12.6万円,"12,000円",－,－,1K,30.11m²
サンウッド新宿戸山フラッツ,マンション,東京都新宿区新宿７丁目,5階建て, 都営大江戸線 東新宿駅/徒歩5分東京メトロ副都心線 西早稲田駅/徒歩11分西武鉄道新宿線 西武新宿駅/徒歩12分,築19年,鉄筋コンクリート,3階,21万円,－,2ヶ月,1ヶ月,1LDK,57.36m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,2階,13.1万円,"5,000円",－,1ヶ月,1LDK,27.31m²
スカイパーク御苑,マンション,東京都新宿区新宿１丁目,10階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 新宿三丁目駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩14分,築20年,鉄骨鉄筋コンクリート,3階,10.3万円,"10,000円",1ヶ月,1ヶ月,1K,26.01m²
メトリブ新宿,マンション,東京都新宿区北新宿１丁目,3階建て, ＪＲ総武線 大久保駅/徒歩5分ＪＲ山手線 新大久保駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩12分,築24年,鉄筋コンクリート,1階,8万円,"5,000円",1ヶ月,1ヶ月,1K,21.56m²
ヴァンテ・アン神楽坂,マンション,東京都新宿区神楽坂３丁目,10階建て, 都営大江戸線 飯田橋駅/徒歩2分都営大江戸線 牛込神楽坂駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩7分,築24年,鉄骨鉄筋コンクリート,2階,13.3万円,"10,000円",1ヶ月,1ヶ月,1R,27.43m²
